# timestamp,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,time_job_comp,time_comp_job,job_comp_time,job_time_comp,comp_time_job,comp_job_time
1662655464.001721,4400242,10714291,0,133550208,127856640,127645376,0,414784,0,153984,372928,132480,328640,21504,44288,0,0,0,0,0,0,112192,89856,355328,2554112,540416,2013696,97728,4544,0,0,0,66775104,1317248,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:B9:06:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:72:24:43:00:00:00:00:00,09:00:B9:06:00:00:E8:1B:1A:63:05:00:72:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:72:24:43:00:00:00:00:00:09:00:B9:06:00:00:E8:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:B9:06:00:00:E8:1B:1A:63:05:00:72:24:43:00:00:00:00:00,05:00:72:24:43:00:00:00:00:00:09:00:B9:06:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:72:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:B9:06:00:00:E8:1B:1A:63
1662655464.001729,4400047,10714291,0,133550208,127681536,127463424,0,421376,0,147200,379904,126976,338368,20224,41536,0,0,0,0,0,0,107136,89536,364736,2651904,535552,2116352,98752,5632,0,0,0,66775104,1389568,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:C1:06:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:AF:23:43:00:00:00:00:00,09:00:C1:06:00:00:E8:1B:1A:63:05:00:AF:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:AF:23:43:00:00:00:00:00:09:00:C1:06:00:00:E8:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:C1:06:00:00:E8:1B:1A:63:05:00:AF:23:43:00:00:00:00:00,05:00:AF:23:43:00:00:00:00:00:09:00:C1:06:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:AF:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:C1:06:00:00:E8:1B:1A:63
1662655464.001799,4400243,10714291,0,133550144,127854784,127624128,0,443328,0,145728,403456,125056,358848,20672,44608,0,0,0,0,0,0,106368,89216,384960,2563648,521280,2042368,97152,4608,0,0,0,66775040,1288256,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:07:07:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:73:24:43:00:00:00:00:00,09:00:07:07:00:00:E8:1B:1A:63:05:00:73:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:73:24:43:00:00:00:00:00:09:00:07:07:00:00:E8:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:07:07:00:00:E8:1B:1A:63:05:00:73:24:43:00:00:00:00:00,05:00:73:24:43:00:00:00:00:00:09:00:07:07:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:73:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:07:07:00:00:E8:1B:1A:63
1662655464.001801,4400241,10714291,0,133550208,127700160,127500992,0,414592,0,152128,374656,131584,330432,20544,44224,0,0,0,0,0,0,113024,89216,356480,2653120,553024,2100096,98048,5056,0,0,0,66775104,1330688,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:09:07:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:71:24:43:00:00:00:00:00,09:00:09:07:00:00:E8:1B:1A:63:05:00:71:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:71:24:43:00:00:00:00:00:09:00:09:07:00:00:E8:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:09:07:00:00:E8:1B:1A:63:05:00:71:24:43:00:00:00:00:00,05:00:71:24:43:00:00:00:00:00:09:00:09:07:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:71:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:09:07:00:00:E8:1B:1A:63
1662655464.001954,4400238,10714291,0,133550208,126175296,126456256,0,758528,0,150528,715520,129792,671424,20736,44096,0,0,0,0,8768,0,108224,109120,700224,3354432,1033088,2321344,99904,4544,0,0,0,66775104,1735488,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:A2:07:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:6E:24:43:00:00:00:00:00,09:00:A2:07:00:00:E8:1B:1A:63:05:00:6E:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:6E:24:43:00:00:00:00:00:09:00:A2:07:00:00:E8:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:A2:07:00:00:E8:1B:1A:63:05:00:6E:24:43:00:00:00:00:00,05:00:6E:24:43:00:00:00:00:00:09:00:A2:07:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:6E:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:A2:07:00:00:E8:1B:1A:63
1662655464.002026,4400026,10714291,0,133550208,127552896,127477376,0,482240,0,153920,440512,132928,382016,20992,58496,0,0,0,0,0,0,114112,90880,408704,2683008,669312,2013696,98816,4864,0,0,0,66775104,1338432,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:EA:07:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:9A:23:43:00:00:00:00:00,09:00:EA:07:00:00:E8:1B:1A:63:05:00:9A:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:9A:23:43:00:00:00:00:00:09:00:EA:07:00:00:E8:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:EA:07:00:00:E8:1B:1A:63:05:00:9A:23:43:00:00:00:00:00,05:00:9A:23:43:00:00:00:00:00:09:00:EA:07:00:00:E8:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:9A:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:EA:07:00:00:E8:1B:1A:63
1662655465.001078,4400240,10714291,0,133550208,127773312,127561152,0,441536,0,152960,400192,132352,357120,20608,43072,0,0,0,0,0,0,112384,89344,383296,2603392,540544,2062848,96448,4928,0,0,0,66775104,1347968,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:36:04:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:70:24:43:00:00:00:00:00,09:00:36:04:00:00:E9:1B:1A:63:05:00:70:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:70:24:43:00:00:00:00:00:09:00:36:04:00:00:E9:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:36:04:00:00:E9:1B:1A:63:05:00:70:24:43:00:00:00:00:00,05:00:70:24:43:00:00:00:00:00:09:00:36:04:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:70:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:36:04:00:00:E9:1B:1A:63
1662655465.001107,4400026,10714291,0,133550208,127480832,127429696,0,527808,0,183872,474112,151040,381824,32832,92288,0,0,0,0,0,0,121152,96960,408704,2689408,670848,2018560,99072,5632,0,0,0,66775104,1342656,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:53:04:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:9A:23:43:00:00:00:00:00,09:00:53:04:00:00:E9:1B:1A:63:05:00:9A:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:9A:23:43:00:00:00:00:00:09:00:53:04:00:00:E9:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:53:04:00:00:E9:1B:1A:63:05:00:9A:23:43:00:00:00:00:00,05:00:9A:23:43:00:00:00:00:00:09:00:53:04:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:9A:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:53:04:00:00:E9:1B:1A:63
1662655465.001197,4400244,10714291,0,133550208,127749184,127504000,0,442496,0,153920,400576,133248,357888,20672,42688,0,0,0,0,7296,0,112320,89152,384448,2575808,507712,2068096,97280,4928,0,0,0,66775104,1238528,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:AD:04:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:74:24:43:00:00:00:00:00,09:00:AD:04:00:00:E9:1B:1A:63:05:00:74:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:74:24:43:00:00:00:00:00:09:00:AD:04:00:00:E9:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:AD:04:00:00:E9:1B:1A:63:05:00:74:24:43:00:00:00:00:00,05:00:74:24:43:00:00:00:00:00:09:00:AD:04:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:74:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:AD:04:00:00:E9:1B:1A:63
1662655465.001311,4400239,10714291,0,133550208,127787136,127569088,0,449408,0,152576,410304,131840,365248,20736,45056,0,0,0,0,0,0,113792,89472,391104,2579904,533632,2046272,96512,4928,0,0,0,66775104,1396992,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:1F:05:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:6F:24:43:00:00:00:00:00,09:00:1F:05:00:00:E9:1B:1A:63:05:00:6F:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:6F:24:43:00:00:00:00:00:09:00:1F:05:00:00:E9:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:1F:05:00:00:E9:1B:1A:63:05:00:6F:24:43:00:00:00:00:00,05:00:6F:24:43:00:00:00:00:00:09:00:1F:05:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:6F:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:1F:05:00:00:E9:1B:1A:63
1662655465.001322,4400027,10714291,0,133550208,127568768,127576832,0,487936,0,156224,445440,135616,402816,20608,42624,0,0,0,0,8192,0,114496,92096,429824,2784128,761024,2023104,97408,4928,0,0,0,66775104,1562368,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:2A:05:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:9B:23:43:00:00:00:00:00,09:00:2A:05:00:00:E9:1B:1A:63:05:00:9B:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:9B:23:43:00:00:00:00:00:09:00:2A:05:00:00:E9:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:2A:05:00:00:E9:1B:1A:63:05:00:9B:23:43:00:00:00:00:00,05:00:9B:23:43:00:00:00:00:00:09:00:2A:05:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:9B:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:2A:05:00:00:E9:1B:1A:63
1662655465.001443,4400245,10714291,0,133550208,127890048,127668288,0,411776,0,145600,370752,124160,326912,21440,43840,0,0,0,0,7616,0,104704,89024,352896,2595264,530176,2065088,97536,4608,0,0,0,66775104,1295744,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:A3:05:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:75:24:43:00:00:00:00:00,09:00:A3:05:00:00:E9:1B:1A:63:05:00:75:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:75:24:43:00:00:00:00:00:09:00:A3:05:00:00:E9:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:A3:05:00:00:E9:1B:1A:63:05:00:75:24:43:00:00:00:00:00,05:00:75:24:43:00:00:00:00:00:09:00:A3:05:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:75:24:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:A3:05:00:00:E9:1B:1A:63
1662655465.001508,4400052,10714291,0,133550208,126302848,126524800,0,748416,0,168064,705856,147328,662720,20736,43136,0,0,0,0,0,0,125568,105920,690496,3254336,974592,2279744,98688,4928,0,0,0,66775104,1627712,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:E4:05:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:B4:23:43:00:00:00:00:00,09:00:E4:05:00:00:E9:1B:1A:63:05:00:B4:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:B4:23:43:00:00:00:00:00:09:00:E4:05:00:00:E9:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:E4:05:00:00:E9:1B:1A:63:05:00:B4:23:43:00:00:00:00:00,05:00:B4:23:43:00:00:00:00:00:09:00:E4:05:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:B4:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:E4:05:00:00:E9:1B:1A:63
1662655465.001574,4400051,10714291,0,133550208,127417472,127458048,0,546944,0,161152,505408,140352,461824,20800,43584,0,0,0,0,0,0,120384,96192,488576,2816256,792960,2023296,97664,5120,0,0,0,66775104,1444352,133009637312,0,0,0,0,0,0,0,0,0,0,524288,09:00:26:06:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00:05:00:B3:23:43:00:00:00:00:00,09:00:26:06:00:00:E9:1B:1A:63:05:00:B3:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:7C:A3:00:00:00:00:00:05:00:B3:23:43:00:00:00:00:00:09:00:26:06:00:00:E9:1B:1A:63,05:00:B3:7C:A3:00:00:00:00:00:09:00:26:06:00:00:E9:1B:1A:63:05:00:B3:23:43:00:00:00:00:00,05:00:B3:23:43:00:00:00:00:00:09:00:26:06:00:00:E9:1B:1A:63:05:00:B3:7C:A3:00:00:00:00:00,05:00:B3:23:43:00:00:00:00:00:05:00:B3:7C:A3:00:00:00:00:00:09:00:26:06:00:00:E9:1B:1A:63
