# darshan log version: 3.21
# compression method: ZLIB
# exe: /projects/ovis/omar/stria_run/HACC-IO/hacc_io 5000000 /projects/ovis/tmp/darshan
# uid: 99066
# jobid: 10764596
# start_time: 1663011999
# start_time_asci: Mon Sep 12 13:46:39 2022
# end_time: 1663012257
# end_time_asci: Mon Sep 12 13:50:57 2022
# nprocs: 512
# run time: 259
# metadata: lib_ver = 3.4.0
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 360 bytes (uncompressed)
# job data: 307 bytes (compressed)
# record table: 34362 bytes (compressed)
# POSIX module: 91862 bytes (compressed), ver=4
# STDIO module: 58 bytes (compressed), ver=2
# DXT_POSIX module: 161197 bytes (compressed), ver=1
# HEATMAP module: 65518 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/sys/firmware/efi/efivars	efivarfs
# mount entry:	/sys/kernel/debug/tracing	tracefs
# mount entry:	/proc/sys/fs/binfmt_misc	autofs
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/home/spwalto	nfs
# mount entry:	/root_ro_nfs	nfs
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/projects	nfs
# mount entry:	/lustre	lustre
# mount entry:	/beeond	xfs
# mount entry:	/hpcart	nfs
# mount entry:	/home	nfs
# mount entry:	/dev	devtmpfs
# mount entry:	/opt	nfs
# mount entry:	/	overlay

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 5857810700580566174, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000512.data
# DXT, rank: 0, hostname: st45
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: /projects, fs_type: nfs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0        25165824        20000000      9.0964      9.1026
 X_POSIX       0  write        1        45165824        20000000      9.1027      9.1088
 X_POSIX       0  write        2        65165824        20000000      9.1089      9.1150
 X_POSIX       0  write        3        85165824        20000000      9.1150      9.1211
 X_POSIX       0  write        4       105165824        20000000      9.1212      9.1272
 X_POSIX       0  write        5       125165824        20000000      9.1273      9.1333
 X_POSIX       0  write        6       145165824        20000000      9.1334      9.1394
 X_POSIX       0  write        7       165165824        40000000      9.1395      9.1517
 X_POSIX       0  write        8       205165824        10000000      9.1518      9.1548
 X_POSIX       0  write        9               0        25165824      9.1549      9.1626
 X_POSIX       0   read        0               0        25165824    181.3140    181.7832
 X_POSIX       0   read        1        25165824        20000000    181.7883    189.2681
 X_POSIX       0   read        2        45165824        20000000    189.2683    209.0103
 X_POSIX       0   read        3        65165824        20000000    209.0104    212.3447
 X_POSIX       0   read        4        85165824        20000000    212.3448    240.7713
 X_POSIX       0   read        5       105165824        20000000    240.7714    242.9269
 X_POSIX       0   read        6       125165824        20000000    242.9270    248.3922
 X_POSIX       0   read        7       145165824        20000000    248.3923    249.4406
 X_POSIX       0   read        8       165165824        40000000    249.4407    253.3398
 X_POSIX       0   read        9       205165824        10000000    253.3399    253.4692

# DXT, file_id: 9859995185289467732, file_name: /projects/ovis/tmp/darshan-Part00000001-of-00000512.data
# DXT, rank: 1, hostname: st45
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: /projects, fs_type: nfs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       1  write        0        25165824        20000000     39.2371     39.3709
 X_POSIX       1  write        1        45165824        20000000     39.3710     39.5307
 X_POSIX       1  write        2        65165824        20000000     39.5308     39.6710
 X_POSIX       1  write        3        85165824        20000000     39.6711     39.8508
 X_POSIX       1  write        4       105165824        20000000     39.8508     40.0911
 X_POSIX       1  write        5       125165824        20000000     40.0911     40.3509
 X_POSIX       1  write        6       145165824        20000000     40.3510     40.6108
 X_POSIX       1  write        7       165165824        40000000     40.6109     40.9509
 X_POSIX       1  write        8       205165824        10000000     40.9510     41.0507
 X_POSIX       1  write        9               0        25165824     41.0508     41.2511
 X_POSIX       1   read        0               0        25165824     96.7389     96.7474
 X_POSIX       1   read        1        25165824        20000000     98.5150     98.5201
 X_POSIX       1   read        2        45165824        20000000     98.5202     98.5253
 X_POSIX       1   read        3        65165824        20000000     98.5254     98.5304
 X_POSIX       1   read        4        85165824        20000000     98.5305     98.5365
 X_POSIX       1   read        5       105165824        20000000     98.5366     98.5438
 X_POSIX       1   read        6       125165824        20000000     98.5439     98.5514
 X_POSIX       1   read        7       145165824        20000000     98.5514     98.5582
 X_POSIX       1   read        8       165165824        40000000     98.5583     98.5721
 X_POSIX       1   read        9       205165824        10000000     98.5722     98.5756

# DXT, file_id: 11610747898245933209, file_name: /projects/ovis/tmp/darshan-Part00000002-of-00000512.data
# DXT, rank: 2, hostname: st45
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: /projects, fs_type: nfs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       2  write        0        25165824        20000000     17.0254     17.0316
 X_POSIX       2  write        1        45165824        20000000     17.0317     17.0378
 X_POSIX       2  write        2        65165824        20000000     17.0379     17.0441
 X_POSIX       2  write        3        85165824        20000000     17.0441     17.0503
 X_POSIX       2  write        4       105165824        20000000     17.0503     17.0565
 X_POSIX       2  write        5       125165824        20000000     17.0565     17.0626
 X_POSIX       2  write        6       145165824        20000000     17.0626     17.0687
 X_POSIX       2  write        7       165165824        40000000     17.0688     17.0811
 X_POSIX       2  write        8       205165824        10000000     17.0811     17.0842
 X_POSIX       2  write        9               0        25165824     17.0843     17.0920
 X_POSIX       2   read        0               0        25165824     79.7997     79.8089
 X_POSIX       2   read        1        25165824        20000000     81.4256     81.4328
 X_POSIX       2   read        2        45165824        20000000     81.4329     81.4402
 X_POSIX       2   read        3        65165824        20000000     81.4402     81.4477
 X_POSIX       2   read        4        85165824        20000000     81.4477     81.4550
 X_POSIX       2   read        5       105165824        20000000     81.4550     81.4623
 X_POSIX       2   read        6       125165824        20000000     81.4624     81.4697
 X_POSIX       2   read        7       145165824        20000000     81.4698     81.4771
 X_POSIX       2   read        8       165165824        40000000     81.4772     81.4915
 X_POSIX       2   read        9       205165824        10000000     81.4916     81.4952

# DXT, file_id: 9268848760574288033, file_name: /projects/ovis/tmp/darshan-Part00000003-of-00000512.data
# DXT, rank: 3, hostname: st45
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: /projects, fs_type: nfs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       3  write        0        25165824        20000000     26.0596     26.0658
 X_POSIX       3  write        1        45165824        20000000     26.0659     26.0720
 X_POSIX       3  write        2        65165824        20000000     26.0720     26.0783
 X_POSIX       3  write        3        85165824        20000000     26.0783     26.0850
 X_POSIX       3  write        4       105165824        20000000     26.0851     26.0918
 X_POSIX       3  write        5       125165824        20000000     26.0919     26.0985
 X_POSIX       3  write        6       145165824        20000000     26.0986     26.1053
 X_POSIX       3  write        7       165165824        40000000     26.1053     26.1188
 X_POSIX       3  write        8       205165824        10000000     26.1188     26.1222
 X_POSIX       3  write        9               0        25165824     26.1222     26.1306
 X_POSIX       3   read        0               0        25165824     80.1526     93.7226
 X_POSIX       3   read        1        25165824        20000000     94.1198    103.5017
 X_POSIX       3   read        2        45165824        20000000    103.5018    115.8448
 X_POSIX       3   read        3        65165824        20000000    115.8449    121.9227
 X_POSIX       3   read        4        85165824        20000000    121.9228    125.6210
 X_POSIX       3   read        5       105165824        20000000    125.6211    135.5724
 X_POSIX       3   read        6       125165824        20000000    135.5724    152.2366
 X_POSIX       3   read        7       145165824        20000000    152.2367    156.0620
 X_POSIX       3   read        8       165165824        40000000    156.0621    215.9054
 X_POSIX       3   read        9       205165824        10000000    215.9055    219.3465

# DXT, file_id: 7407587191444196197, file_name: /projects/ovis/tmp/darshan-Part00000004-of-00000512.data
# DXT, rank: 4, hostname: st45
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: /projects, fs_type: nfs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       4  write        0        25165824        20000000     47.0209     47.2804
 X_POSIX       4  write        1        45165824        20000000     47.2805     47.5207
 X_POSIX       4  write        2        65165824        20000000     47.5208     47.7806
 X_POSIX       4  write        3        85165824        20000000     47.7807     48.0405
 X_POSIX       4  write        4       105165824        20000000     48.0405     48.2808
 X_POSIX       4  write        5       125165824        20000000     48.2808     48.5407
 X_POSIX       4  write        6       145165824        20000000     48.5408     49.0205
 X_POSIX       4  write        7       165165824        40000000     49.0205     49.5208
 X_POSIX       4  write        8       205165824        10000000     49.5209     49.6606
 X_POSIX       4  write        9               0        25165824     49.6606     49.9708
 X_POSIX       4   read        0               0        25165824    103.0775    103.0857
 X_POSIX       4   read        1        25165824        20000000    103.4870    103.4923
 X_POSIX       4   read        2        45165824        20000000    103.4924    103.4982
 X_POSIX       4   read        3        65165824        20000000    103.4983    103.5040
 X_POSIX       4   read        4        85165824        20000000    103.5041    103.5113
 X_POSIX       4   read        5       105165824        20000000    103.5114    103.5187
