# darshan log version: 3.21
# compression method: ZLIB
# exe: /projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io 5000000 /projects/ovis/tmp/darshan
# uid: 99066
# jobid: 256578
# start_time: 1658545286
# start_time_asci: Fri Jul 22 21:01:26 2022
# end_time: 1658546057
# end_time_asci: Fri Jul 22 21:14:17 2022
# nprocs: 512
# run time: 772
# metadata: lib_ver = 3.3.1
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 360 bytes (uncompressed)
# job data: 467 bytes (compressed)
# record table: 147 bytes (compressed)
# POSIX module: 231 bytes (compressed), ver=4
# STDIO module: 80 bytes (compressed), ver=2
# DXT_POSIX module: 167927 bytes (compressed), ver=1
# HEATMAP module: 101682 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/var/opt/cray/imps-image-binding/PE/squash_mounts/squashfs_oxqjfs_mount_point	squashfs
# mount entry:	/var/opt/cray/imps-distribution/squash/mounts/global	squashfs
# mount entry:	/var/opt/cray/imps-distribution/squash/mounts/p0	squashfs
# mount entry:	/var/opt/cray/imps-distribution/source	autofs
# mount entry:	/sys/kernel/debug/tracing	tracefs
# mount entry:	/var/opt/cray/alps/spool	devtmpfs
# mount entry:	/sys/fs/cgroup/unified	cgroup2
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/var/opt/cray/imps	dvs
# mount entry:	/.rootfs_lower_ro	squashfs
# mount entry:	/etc/opt/cray/pe	squashfs
# mount entry:	/usr/sbin/ibstat	overlay
# mount entry:	/usr/local/lmod	squashfs
# mount entry:	/usr/share/lmod	squashfs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/opt/admin-pe	squashfs
# mount entry:	/opt/jemalloc	squashfs
# mount entry:	/etc/dat.conf	overlay
# mount entry:	/opt/cray/pe	squashfs
# mount entry:	/sys/fs/bpf	bpf
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/opt/python	squashfs
# mount entry:	/opt/nvidia	squashfs
# mount entry:	/projects	dvs
# mount entry:	/lscratch	lustre
# mount entry:	/opt/gcc	squashfs
# mount entry:	/opt/R	squashfs
# mount entry:	/home	dvs
# mount entry:	/dev	devtmpfs
# mount entry:	/	overlay

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 0, hostname: nid00020
# DXT, write_count: 10, read_count: 10
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0        25165824        20000000      1.6501      3.1898
 X_POSIX       0  write        1        45165824        20000000     51.4984     53.4564
 X_POSIX       0  write        2        65165824        20000000    122.2749    124.1563
 X_POSIX       0  write        3        85165824        20000000    203.0176    205.4923
 X_POSIX       0  write        4       105165824        20000000    282.9822    287.6737
 X_POSIX       0  write        5       125165824        20000000    362.3335    369.1300
 X_POSIX       0  write        6       145165824        20000000    451.8170    454.3943
 X_POSIX       0  write        7       165165824        40000000    456.5437    460.8109
 X_POSIX       0  write        8       205165824        10000000    550.2516    551.3088
 X_POSIX       0  write        9               0        25165824    608.7755    642.6829
 X_POSIX       0   read        0               0        25165824    661.2055    665.1974
 X_POSIX       0   read        1        25165824        20000000    665.2303    675.2545
 X_POSIX       0   read        2        45165824        20000000    675.2546    685.9426
 X_POSIX       0   read        3        65165824        20000000    685.9427    697.1280
 X_POSIX       0   read        4        85165824        20000000    697.1281    707.9826
 X_POSIX       0   read        5       105165824        20000000    707.9827    718.8096
 X_POSIX       0   read        6       125165824        20000000    718.8097    730.2287
 X_POSIX       0   read        7       145165824        20000000    730.2288    741.2201
 X_POSIX       0   read        8       165165824        40000000    741.2202    763.9986
 X_POSIX       0   read        9       205165824        10000000    763.9987    769.5920

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 1, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       1  write        0       215165824        20000000     30.6458     32.2058
 X_POSIX       1  write        1       235165824        20000000     92.8979    166.2014
 X_POSIX       1  write        2       255165824        20000000    245.0836    247.3199
 X_POSIX       1  write        3       275165824        20000000    322.4868    324.6078
 X_POSIX       1  write        4       295165824        20000000    409.4629    411.7889
 X_POSIX       1  write        5       315165824        20000000    414.3946    418.9558
 X_POSIX       1  write        6       335165824        20000000    507.9215    510.5880
 X_POSIX       1  write        7       355165824        40000000    512.8479    517.9719
 X_POSIX       1  write        8       395165824        10000000    520.3707    521.5715
 X_POSIX       1   read        0       215165824        20000000    665.2306    676.2302
 X_POSIX       1   read        1       235165824        20000000    676.2309    686.9145
 X_POSIX       1   read        2       255165824        20000000    686.9146    698.1340
 X_POSIX       1   read        3       275165824        20000000    698.1341    708.9753
 X_POSIX       1   read        4       295165824        20000000    708.9754    719.7804
 X_POSIX       1   read        5       315165824        20000000    719.7805    731.1607
 X_POSIX       1   read        6       335165824        20000000    731.1608    742.1443
 X_POSIX       1   read        7       355165824        40000000    742.1444    764.9934
 X_POSIX       1   read        8       395165824        10000000    764.9935    770.5852

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 2, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       2  write        0       405165824        20000000      9.7178     61.2910
 X_POSIX       2  write        1       425165824        20000000    127.9563    129.8438
 X_POSIX       2  write        2       445165824        20000000    131.7012    133.8123
 X_POSIX       2  write        3       465165824        20000000    212.3757    289.6491
 X_POSIX       2  write        4       485165824        20000000    369.1300    371.3389
 X_POSIX       2  write        5       505165824        20000000    454.3943    456.5437
 X_POSIX       2  write        6       525165824        20000000    460.8109    463.5331
 X_POSIX       2  write        7       545165824        40000000    465.9224    472.7734
 X_POSIX       2  write        8       585165824        10000000    474.9451    557.8216
 X_POSIX       2   read        0       405165824        20000000    665.2309    676.1927
 X_POSIX       2   read        1       425165824        20000000    676.1934    687.4207
 X_POSIX       2   read        2       445165824        20000000    687.4207    698.1150
 X_POSIX       2   read        3       465165824        20000000    698.1151    708.9602
 X_POSIX       2   read        4       485165824        20000000    708.9603    720.2739
 X_POSIX       2   read        5       505165824        20000000    720.2740    731.1568
 X_POSIX       2   read        6       525165824        20000000    731.1569    742.1449
 X_POSIX       2   read        7       545165824        40000000    742.1450    764.9725
 X_POSIX       2   read        8       585165824        10000000    764.9725    770.5613

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 3, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       3  write        0       595165824        20000000     14.4654     71.3170
 X_POSIX       3  write        1       615165824        20000000    138.5798    140.8085
 X_POSIX       3  write        2       635165824        20000000    143.0404    145.2490
 X_POSIX       3  write        3       655165824        20000000    145.2491    149.9059
 X_POSIX       3  write        4       675165824        20000000    229.3360    305.3967
 X_POSIX       3  write        5       695165824        20000000    382.6551    468.3900
 X_POSIX       3  write        6       715165824        20000000    554.5463    556.7503
 X_POSIX       3  write        7       735165824        40000000    557.8216    562.3339
 X_POSIX       3  write        8       775165824        10000000    618.5702    619.6967
 X_POSIX       3   read        0       595165824        20000000    665.2307    676.3406
 X_POSIX       3   read        1       615165824        20000000    676.3413    687.0635
 X_POSIX       3   read        2       635165824        20000000    687.0636    698.3012
 X_POSIX       3   read        3       655165824        20000000    698.3012    709.1471
 X_POSIX       3   read        4       675165824        20000000    709.1472    719.9592
 X_POSIX       3   read        5       695165824        20000000    719.9593    731.3850
 X_POSIX       3   read        6       715165824        20000000    731.3850    742.3824
 X_POSIX       3   read        7       735165824        40000000    742.3825    765.2417
 X_POSIX       3   read        8       775165824        10000000    765.2418    770.7811

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 4, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       4  write        0       785165824        20000000     12.8850     14.4653
 X_POSIX       4  write        1       805165824        20000000     15.9750     17.9542
 X_POSIX       4  write        2       825165824        20000000     17.9543     19.5370
 X_POSIX       4  write        3       845165824        20000000     77.0671     79.0241
 X_POSIX       4  write        4       865165824        20000000     79.0241     80.9243
 X_POSIX       4  write        5       885165824        20000000    149.9059    152.0880
 X_POSIX       4  write        6       905165824        20000000    231.3357    309.7014
 X_POSIX       4  write        7       925165824        40000000    385.9278    390.4113
 X_POSIX       4  write        8       965165824        10000000    392.7511    393.8423
 X_POSIX       4   read        0       785165824        20000000    665.2306    676.2053
 X_POSIX       4   read        1       805165824        20000000    676.2060    686.9097
 X_POSIX       4   read        2       825165824        20000000    686.9098    698.1408
 X_POSIX       4   read        3       845165824        20000000    698.1409    708.9789
 X_POSIX       4   read        4       865165824        20000000    708.9790    720.3068
 X_POSIX       4   read        5       885165824        20000000    720.3069    731.1852
 X_POSIX       4   read        6       905165824        20000000    731.1853    742.1823
 X_POSIX       4   read        7       925165824        40000000    742.1824    764.9899
 X_POSIX       4   read        8       965165824        10000000    764.9900    770.5753

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 5, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       5  write        0       975165824        20000000     17.9543     21.1454
 X_POSIX       5  write        1       995165824        20000000     79.0241     83.1338
 X_POSIX       5  write        2      1015165824        20000000    152.0881    154.5302
 X_POSIX       5  write        3      1035165824        20000000    156.7224    159.2221
 X_POSIX       5  write        4      1055165824        20000000    238.6454    240.8813
 X_POSIX       5  write        5      1075165824        20000000    315.9362    318.3400
 X_POSIX       5  write        6      1095165824        20000000    395.9201    398.3955
 X_POSIX       5  write        7      1115165824        40000000    398.3955    407.1506
 X_POSIX       5  write        8      1155165824        10000000    492.9025    497.9945
 X_POSIX       5   read        0       975165824        20000000    665.2306    676.1113
 X_POSIX       5   read        1       995165824        20000000    676.1119    687.3298
 X_POSIX       5   read        2      1015165824        20000000    687.3299    698.0249
 X_POSIX       5   read        3      1035165824        20000000    698.0249    708.8479
 X_POSIX       5   read        4      1055165824        20000000    708.8480    720.1495
 X_POSIX       5   read        5      1075165824        20000000    720.1495    731.0260
 X_POSIX       5   read        6      1095165824        20000000    731.0261    742.0293
 X_POSIX       5   read        7      1115165824        40000000    742.0294    764.8606
 X_POSIX       5   read        8      1155165824        10000000    764.8607    770.4490

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 6, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       6  write        0      1165165824        20000000     45.5795     47.5539
 X_POSIX       6  write        1      1185165824        20000000    114.2804    116.1769
 X_POSIX       6  write        2      1205165824        20000000    118.3943    120.2521
 X_POSIX       6  write        3      1225165824        20000000    193.8321    272.7798
 X_POSIX       6  write        4      1245165824        20000000    350.4558    431.1496
 X_POSIX       6  write        5      1265165824        20000000    517.9720    587.4005
 X_POSIX       6  write        6      1285165824        20000000    629.3487    652.6641
 X_POSIX       6  write        7      1305165824        40000000    653.7657    658.0371
 X_POSIX       6  write        8      1345165824        10000000    660.9209    661.0777
 X_POSIX       6   read        0      1165165824        20000000    665.2305    676.0763
 X_POSIX       6   read        1      1185165824        20000000    676.0770    686.7970
 X_POSIX       6   read        2      1205165824        20000000    686.7971    698.0572
 X_POSIX       6   read        3      1225165824        20000000    698.0573    708.8843
 X_POSIX       6   read        4      1245165824        20000000    708.8843    719.6754
 X_POSIX       6   read        5      1265165824        20000000    719.6755    731.0570
 X_POSIX       6   read        6      1285165824        20000000    731.0570    742.0314
 X_POSIX       6   read        7      1305165824        40000000    742.0315    764.8413
 X_POSIX       6   read        8      1345165824        10000000    764.8414    770.4292

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 7, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       7  write        0      1355165824        20000000     30.6458     90.8831
 X_POSIX       7  write        1      1375165824        20000000    159.2222    164.1114
 X_POSIX       7  write        2      1395165824        20000000    242.9127    245.0835
 X_POSIX       7  write        3      1415165824        20000000    320.3574    322.4868
 X_POSIX       7  write        4      1435165824        20000000    407.1507    409.4629
 X_POSIX       7  write        5      1455165824        20000000    497.9945    500.3571
 X_POSIX       7  write        6      1475165824        20000000    500.3572    505.5861
 X_POSIX       7  write        7      1495165824        40000000    574.2782    625.4389
 X_POSIX       7  write        8      1535165824        10000000    647.9162    650.3711
 X_POSIX       7   read        0      1355165824        20000000    665.2293    675.4907
 X_POSIX       7   read        1      1375165824        20000000    675.4914    686.7117
 X_POSIX       7   read        2      1395165824        20000000    686.7118    697.3744
 X_POSIX       7   read        3      1415165824        20000000    697.3745    708.2236
 X_POSIX       7   read        4      1435165824        20000000    708.2236    719.5308
 X_POSIX       7   read        5      1455165824        20000000    719.5309    730.3745
 X_POSIX       7   read        6      1475165824        20000000    730.3746    741.4250
 X_POSIX       7   read        7      1495165824        40000000    741.4251    764.1197
 X_POSIX       7   read        8      1535165824        10000000    764.1199    769.7813

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 8, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       8  write        0      1545165824        20000000     11.3658     67.4887
 X_POSIX       8  write        1      1565165824        20000000    133.8123    138.5797
 X_POSIX       8  write        2      1585165824        20000000    140.8085    143.0403
 X_POSIX       8  write        3      1605165824        20000000    145.2490    147.4400
 X_POSIX       8  write        4      1625165824        20000000    227.1621    229.3358
 X_POSIX       8  write        5      1645165824        20000000    231.3356    233.7315
 X_POSIX       8  write        6      1665165824        20000000    309.7014    311.6594
 X_POSIX       8  write        7      1685165824        40000000    390.4113    478.9117
 X_POSIX       8  write        8      1725165824        10000000    557.8217    618.5701
 X_POSIX       8   read        0      1545165824        20000000    665.2298    675.9804
 X_POSIX       8   read        1      1565165824        20000000    675.9810    686.7053
 X_POSIX       8   read        2      1585165824        20000000    686.7054    697.9260
 X_POSIX       8   read        3      1605165824        20000000    697.9261    708.7725
 X_POSIX       8   read        4      1625165824        20000000    708.7726    719.5970
 X_POSIX       8   read        5      1645165824        20000000    719.5971    731.0046
 X_POSIX       8   read        6      1665165824        20000000    731.0047    741.9915
 X_POSIX       8   read        7      1685165824        40000000    741.9916    764.8787
 X_POSIX       8   read        8      1725165824        10000000    764.8788    770.4590

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 9, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       9  write        0      1735165824        20000000     43.1990     45.5794
 X_POSIX       9  write        1      1755165824        20000000    110.2789    114.2804
 X_POSIX       9  write        2      1775165824        20000000    116.1769    118.3943
 X_POSIX       9  write        3      1795165824        20000000    191.4957    193.8321
 X_POSIX       9  write        4      1815165824        20000000    196.3293    200.7667
 X_POSIX       9  write        5      1835165824        20000000    278.3399    280.5078
 X_POSIX       9  write        6      1855165824        20000000    282.9822    285.3747
 X_POSIX       9  write        7      1875165824        40000000    361.1584    448.1574
 X_POSIX       9  write        8      1915165824        10000000    531.8584    533.5584
 X_POSIX       9   read        0      1735165824        20000000    665.2302    676.2249
 X_POSIX       9   read        1      1755165824        20000000    676.2255    686.9432
 X_POSIX       9   read        2      1775165824        20000000    686.9433    698.1744
 X_POSIX       9   read        3      1795165824        20000000    698.1745    709.0183
 X_POSIX       9   read        4      1815165824        20000000    709.0184    719.8219
 X_POSIX       9   read        5      1835165824        20000000    719.8220    731.2244
 X_POSIX       9   read        6      1855165824        20000000    731.2245    742.2153
 X_POSIX       9   read        7      1875165824        40000000    742.2153    765.0841
 X_POSIX       9   read        8      1915165824        10000000    765.0841    770.6649

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 10, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX      10  write        0      1925165824        20000000     15.9750     73.2633
 X_POSIX      10  write        1      1945165824        20000000    140.8085    219.9285
 X_POSIX      10  write        2      1965165824        20000000    222.1205    227.1621
 X_POSIX      10  write        3      1985165824        20000000    229.3359    231.3356
 X_POSIX      10  write        4      2005165824        20000000    233.7315    238.6453
 X_POSIX      10  write        5      2025165824        20000000    313.6731    315.9362
 X_POSIX      10  write        6      2045165824        20000000    393.8422    395.9200
 X_POSIX      10  write        7      2065165824        40000000    398.3954    402.9739
 X_POSIX      10  write        8      2105165824        10000000    491.9106    492.9024
 X_POSIX      10   read        0      1925165824        20000000    665.2299    675.9214
 X_POSIX      10   read        1      1945165824        20000000    675.9221    687.1836
 X_POSIX      10   read        2      1965165824        20000000    687.1837    697.8555
 X_POSIX      10   read        3      1985165824        20000000    697.8556    708.6747
 X_POSIX      10   read        4      2005165824        20000000    708.6748    720.0000
 X_POSIX      10   read        5      2025165824        20000000    720.0001    730.8626
 X_POSIX      10   read        6      2045165824        20000000    730.8627    741.8542
 X_POSIX      10   read        7      2065165824        40000000    741.8542    764.7085
 X_POSIX      10   read        8      2105165824        10000000    764.7086    770.2943

# DXT, file_id: 18219216036519526917, file_name: /projects/ovis/tmp/darshan-Part00000000-of-00000001.data
# DXT, rank: 11, hostname: nid00020
# DXT, write_count: 9, read_count: 9
# DXT, mnt_pt: /projects, fs_type: dvs
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX      11  write        0      2115165824        20000000     39.6679     43.1990
 X_POSIX      11  write        1      2135165824        20000000    110.2789    112.3390
 X_POSIX      11  write        2      2155165824        20000000    184.2170    263.9720
 X_POSIX      11  write        3      2175165824        20000000    268.4744    270.5937
 X_POSIX      11  write        4      2195165824        20000000    348.2656    350.4557
 X_POSIX      11  write        5      2215165824        20000000    352.5717    354.5173
 X_POSIX      11  write        6      2235165824        20000000    359.0802    361.1583
