# uid,exe,job_id,rank,ProducerName,file,record_id,module,type,max_byte,switches,flushes,cnt,op,data_set,pt_sel,irreg_hslab,reg_hslab,ndims,npoints,off,len,dur,timestamp,time_job_rank,job_rank_time,job_time_rank
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,420,nid00053,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000937,1655603404.847587,07:00:DE:3E:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:A4:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:A4:01:00:00:00:00:00:00:07:00:DE:3E:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:DE:3E:36:33:A0:AB:D8:41:05:00:A4:01:00:00:00:00:00:00
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,438,nid00053,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000938,1655603404.847589,07:00:E6:3E:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:B6:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:B6:01:00:00:00:00:00:00:07:00:E6:3E:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:E6:3E:36:33:A0:AB:D8:41:05:00:B6:01:00:00:00:00:00:00
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,434,nid00053,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000940,1655603404.847591,07:00:EE:3E:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:B2:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:B2:01:00:00:00:00:00:00:07:00:EE:3E:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:EE:3E:36:33:A0:AB:D8:41:05:00:B2:01:00:00:00:00:00:00
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,422,nid00053,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000942,1655603404.847592,07:00:F3:3E:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:A6:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:A6:01:00:00:00:00:00:00:07:00:F3:3E:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:F3:3E:36:33:A0:AB:D8:41:05:00:A6:01:00:00:00:00:00:00
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,442,nid00053,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000942,1655603404.847593,07:00:F7:3E:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:BA:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:BA:01:00:00:00:00:00:00:07:00:F7:3E:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:F7:3E:36:33:A0:AB:D8:41:05:00:BA:01:00:00:00:00:00:00
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,424,nid00053,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000944,1655603404.847595,07:00:FF:3E:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:A8:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:A8:01:00:00:00:00:00:00:07:00:FF:3E:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:FF:3E:36:33:A0:AB:D8:41:05:00:A8:01:00:00:00:00:00:00
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,430,nid00053,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000953,1655603404.847603,07:00:21:3F:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:AE:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:AE:01:00:00:00:00:00:00:07:00:21:3F:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:21:3F:36:33:A0:AB:D8:41:05:00:AE:01:00:00:00:00:00:00
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,481,nid00055,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000970,1655603404.847604,07:00:25:3F:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:E1:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:E1:01:00:00:00:00:00:00:07:00:25:3F:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:25:3F:36:33:A0:AB:D8:41:05:00:E1:01:00:00:00:00:00:00
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,482,nid00055,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000970,1655603404.847604,07:00:25:3F:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:E2:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:E2:01:00:00:00:00:00:00:07:00:25:3F:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:25:3F:36:33:A0:AB:D8:41:05:00:E2:01:00:00:00:00:00:00
99066,/projects/ovis/UCF/voltrino_run/HACC-IO/hacc_io,256260,446,nid00053,/lscratch/ovis/darshanTest/darshan-Part00000000-of-00000001.data,9223372036854775807,POSIX,MET,18446744073709551615,18446744073709551615,18446744073709551615,1,open,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,0.000954,1655603404.847605,07:00:29:3F:36:33:A0:AB:D8:41:05:00:04:E9:03:00:00:00:00:00:05:00:BE:01:00:00:00:00:00:00,05:00:04:E9:03:00:00:00:00:00:05:00:BE:01:00:00:00:00:00:00:07:00:29:3F:36:33:A0:AB:D8:41,05:00:04:E9:03:00:00:00:00:00:07:00:29:3F:36:33:A0:AB:D8:41:05:00:BE:01:00:00:00:00:00:00
