# uid,exe,job_id,rank,ProducerName,file,record_id,module,type,max_byte,switches,flushes,cnt,op,data_set,pt_sel,irreg_hslab,reg_hslab,ndims,npoints,off,len,dur,timestamp,time_job_rank,job_rank_time,job_time_rank
99066,N/A,256263,42,nid00021,N/A,9223372036854775807,POSIX,MOD,16065165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,16025165824,40000000,19.776380,1655606632.156347,07:00:97:01:0A:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:2A:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:2A:00:00:00:00:00:00:00:07:00:97:01:0A:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:97:01:0A:5A:A3:AB:D8:41:05:00:2A:00:00:00:00:00:00:00
99066,N/A,256263,43,nid00021,N/A,9223372036854775807,POSIX,MOD,16445165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,16405165824,40000000,19.849464,1655606632.229455,07:00:64:AF:0E:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:2B:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:2B:00:00:00:00:00:00:00:07:00:64:AF:0E:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:64:AF:0E:5A:A3:AB:D8:41:05:00:2B:00:00:00:00:00:00:00
99066,N/A,256263,47,nid00021,N/A,9223372036854775807,POSIX,MOD,17965165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,17925165824,40000000,19.849680,1655606632.229648,07:00:8E:B2:0E:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:2F:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:2F:00:00:00:00:00:00:00:07:00:8E:B2:0E:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:8E:B2:0E:5A:A3:AB:D8:41:05:00:2F:00:00:00:00:00:00:00
99066,N/A,256263,51,nid00021,N/A,9223372036854775807,POSIX,MOD,19485165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,19445165824,40000000,19.849838,1655606632.229779,07:00:B3:B4:0E:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:33:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:33:00:00:00:00:00:00:00:07:00:B3:B4:0E:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:B3:B4:0E:5A:A3:AB:D8:41:05:00:33:00:00:00:00:00:00:00
99066,N/A,256263,45,nid00021,N/A,9223372036854775807,POSIX,MOD,17205165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,17165165824,40000000,19.850354,1655606632.230273,07:00:CB:BC:0E:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:2D:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:2D:00:00:00:00:00:00:00:07:00:CB:BC:0E:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:CB:BC:0E:5A:A3:AB:D8:41:05:00:2D:00:00:00:00:00:00:00
99066,N/A,256263,38,nid00021,N/A,9223372036854775807,POSIX,MOD,14545165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,14505165824,40000000,19.850375,1655606632.230316,07:00:7F:BD:0E:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:26:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:26:00:00:00:00:00:00:00:07:00:7F:BD:0E:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:7F:BD:0E:5A:A3:AB:D8:41:05:00:26:00:00:00:00:00:00:00
99066,N/A,256263,50,nid00021,N/A,9223372036854775807,POSIX,MOD,19105165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,19065165824,40000000,19.850392,1655606632.230358,07:00:2F:BE:0E:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:32:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:32:00:00:00:00:00:00:00:07:00:2F:BE:0E:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:2F:BE:0E:5A:A3:AB:D8:41:05:00:32:00:00:00:00:00:00:00
99066,N/A,256263,39,nid00021,N/A,9223372036854775807,POSIX,MOD,14925165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,14885165824,40000000,19.850497,1655606632.230471,07:00:09:C0:0E:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:27:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:27:00:00:00:00:00:00:00:07:00:09:C0:0E:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:09:C0:0E:5A:A3:AB:D8:41:05:00:27:00:00:00:00:00:00:00
99066,N/A,256263,54,nid00021,N/A,9223372036854775807,POSIX,MOD,20625165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,20585165824,40000000,19.850597,1655606632.230540,07:00:2B:C1:0E:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:36:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:36:00:00:00:00:00:00:00:07:00:2B:C1:0E:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:2B:C1:0E:5A:A3:AB:D8:41:05:00:36:00:00:00:00:00:00:00
99066,N/A,256263,49,nid00021,N/A,9223372036854775807,POSIX,MOD,18725165823,0,18446744073709551615,2,write,N/A,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615,18685165824,40000000,19.850672,1655606632.230608,07:00:48:C2:0E:5A:A3:AB:D8:41:05:00:07:E9:03:00:00:00:00:00:05:00:31:00:00:00:00:00:00:00,05:00:07:E9:03:00:00:00:00:00:05:00:31:00:00:00:00:00:00:00:07:00:48:C2:0E:5A:A3:AB:D8:41,05:00:07:E9:03:00:00:00:00:00:07:00:48:C2:0E:5A:A3:AB:D8:41:05:00:31:00:00:00:00:00:00:00
